,latitude,longitude,address,ward_id
0,18.9662344,72.82341910000001,"Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D
1,18.9717666,72.82660000000003,"G B 3rd Lane, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E
2,18.97563119840761,72.82953529948274,"E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E
3,19.0076064888531,72.85458910596239,"Dnyaneshwar Vidyalay, Sewri Cross Road, Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S
4,19.00187573734854,72.8549131627703,"Sewri Cross Road, Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S
5,19.0034957,72.8205292,"S N Munje Road, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S
6,19.01858859999999,72.81882490000004,"V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S
7,18.99141800000001,72.830998,"NM Joshi Marg Police Station, Sakubai Mohite Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400013, India",G/S
8,19.010202778000064,72.82756944400006,"Bombay Dyeing, J Bhatankar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400013, India",G/S
9,19.0726016,72.9133536,"Kamaraj Nagar Road, Kamaraj Nagar, N Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400044, India",N
10,19.0747117,72.9176813,"Kamaraj Nagar, N Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400044, India",N
11,19.0755087,72.8968572,"Sai Sagar, N Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400077, India",N
12,19.16526649391617,72.93240774657114,"Rajaram Wadi, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400082, India",S
13,19.14012549246693,72.93015575547555,"Jamil Nagar, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400042, India",S
14,19.12486163375296,72.91693322250231,"Monginis Cake, Hare Krishna Road, Tirandaz, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 40076, India",S
15,19.12486105361848,72.9169122259238,"Monginis Cake, Hare Krishna Road, Tirandaz, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 40076, India",S
16,19.13606380465565,72.93824274348354,"Kanjur Village, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400042, India",S
17,19.1610323,72.9357215,"Sonapur, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400 078, India",S
18,19.13997855093426,72.93009298018791,"Jamil Nagar, S Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400042, India",S
19,19.17134177376156,72.95345676475453,"Bhakti Park, R H Bhojraj Road, Vijay Nagar, T Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400080, India",T
20,19.2578774,72.85204499999999,"Shivaji Nagar, R/N Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400068, India",R/N
21,19.059900000000027,72.88810277800007,"FOOTWEAR, Shell Colony Road, Thakkar Bappa Colony, M/W Ward, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400071, India",M/W
22,19.0683073,72.84490140000001,"Pipeline Road, RPF Colony, H/E Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 40051, India",H/E
23,19.0732146,72.84578580000002,"Dauri Nagar, H/E Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400055, India",H/E
24,19.10834929026186,72.85911518632899,"Velankanni Road, Chakala Village, K/E Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400 099, India",K/E
25,19.10834929026186,72.85911518632899,"Velankanni Road, Chakala Village, K/E Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400 099, India",K/E
26,19.1262049,72.8493324,"Azad Nagar, K/E Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400069, India",K/E
27,19.13255149951325,72.85642788434376,"Shyam Nagar, K/E Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400060, India",K/E
28,19.1920911,72.8662232,"P/N Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400097, India",P/N
29,19.1783459,72.81644860000002,"Janakalyan Nagar, P/N Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400095, India",P/N
30,19.1893374,72.8183134,"Janakalyan Nagar, P/N Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400095, India",P/N
31,19.18343078336639,72.81842621230511,"Janakalyan Nagar, P/N Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400095, India",P/N
32,19.20378407855691,72.83132614947365,"Charkop Village, R/S Ward, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400067, India",R/S
33,19.0671855,72.83650829999999,"8th Road, Linking Road Shopping area, H/W Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 40051, India",H/W
34,19.068630556000073,72.87996388900007,"Naware Baug Jagruti Nagar, L Ward, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400024, India",L
35,19.062763889000053,72.87304722200008,"fauziya hospital, LBS Marg, Hallow Pul, L Ward, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400070, India",L
