,latitude,longitude,address,ward_id,color_marker
0,18.93452541830031,72.83641077784328,"Bora Bazaar, A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400038, India",A,Blue
1,18.92156681802486,72.83228100093567,"Papaya bistro, Boman Behram Road (Mere Weather Road)/Shri Boman Kawasji Boman Behram Marg (Mere Weather Road), A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400001, India",A,Blue
2,18.92380419791584,72.83177018027394,"Holland House, Nanabhai Moos Marg (Upper Colaba Road), A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400032, India",A,Blue
3,18.93649916833496,72.83845033505023,"Windsor, Kumtha Street, Ballard Estate, A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400038, India",A,Blue
4,18.9382082985796,72.8372232833373,"ASHAPURA TRAVELS AGENCY, Walchand Hirachand Road (Fort Street), Bori Bunder, A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 40001, India",A,Blue
5,18.95573965767439,72.83465297601957,"Hindustan Restaurant, JB Shah Road (Chinch Bandar Road), Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
6,18.95233507140767,72.83440789142435,"Toilets, Bibijan Street, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
7,18.95770413418953,72.8366787421493,"102, 2nd Flank Road, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue
8,18.95403805772641,72.8333698831657,"Noor Hospital, 49, J.J. Flyover, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
9,18.95845886654826,72.83547541671486,"Noor Masjid, Mohamed Umer Kokil Marg, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue
10,18.95629257860853,72.83564771070274,"Mohamed Umer Kokil Marg, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue
11,18.94942490024278,72.83568129830951,"Old Bangalipura Road, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
12,18.95019627891617,72.83891488889894,"B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue
13,18.96170459791564,72.83455537058657,"Jail Road North; Laxman Narayan Jadhav Road (Jail Road North), Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue
14,18.95854357177087,72.83701800338875,"Azad, Sardar Vallabhbhai Patel Road (Sandhurst Road), Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
15,18.95371731230064,72.83379650503205,"Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
16,18.95971000161665,72.83315579981671,"Piru Lane Masjid, Piru Lane, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue
17,18.95764931897959,72.83151239891433,"C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400039, India",C,Blue
18,18.95924359636312,72.82760318369158,"Sant Sena Maharaj Road, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",C,Blue
19,18.94999470045629,72.82329779892072,"Wagle Wadi, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400002, India",C,Blue
20,18.95581873980234,72.83170594325765,"1st Cross Lane Ghoghari Mohalla, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",C,Blue
21,18.95722170072738,72.82639770037575,"Islampura Street, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",C,Blue
22,18.9608691652865,72.80976910638519,"Sumer Saraswati CHS, Krishna Sangh Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
23,18.95419370915071,72.81652550739392,"Punjab, Mama Paramanand Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue
24,18.96162694723421,72.8098051514458,"Barry Villa, Krishna Sangh Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
25,18.96679090989981,72.80359900257447,"Warden Road (Bhula Bhai Desai Marg), Haji Ali, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
26,18.94860325856298,72.79673496472486,"Jamnadas Mehta Marg, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue
27,18.95640253178899,72.80970322298411,"Makichan Hall, 2nd Babulnath Cross Lane 2, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue
28,18.96371375732686,72.82159692418315,"Parsuram Puppaha Road (Bapty Road), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",D,Blue
29,18.95873689508986,72.81309186956267,"Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue
30,18.95252288556791,72.81820949253121,"Saifee Hospital, Maharshi Karve Road, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
31,18.96366310638834,72.82076340101509,"Tardeo, Patthe Bapurao Marg (Falkland Road), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
32,18.95345324199871,72.80619073784844,"Walkeswar Road, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue
33,18.96156710112902,72.82123674039451,"Hotel Briteway, 278, Maulana Shaukat Ali Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue
34,18.96494001270727,72.81965254520328,"Jaysinghbhai P Solanki Garden, Patthe Bapurao Marg (Falkland Road), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
35,18.96394112501762,72.81041860429852,"Vasantrao Naik Marg (Forjet Street), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
36,18.97302991187591,72.81515646083801,"Rajani Mahal, Hatutma Sitaram Ghadi Gaonkar Street, Cowasji Jehangir Colony, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400034, India",D,Blue
37,18.95642640223018,72.81308495457282,"Samyak Drishti Eye Centre, N Spatkar Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue
38,18.96569416268198,72.81339531220519,"Bhatia General Hospital and Blood Bank, Tukaram Javji Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue
39,18.95489671687805,72.82240452627661,"Kalyan Building No. 6, Khadilkar Marg (Kandewadi Lane), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
40,18.96845021814094,72.82254177350617,"Cowasji Jehangir Colony, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
41,18.95567677838397,72.82030816702733,"Ideal Wafer House, Kotachi Wadi, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
42,18.97355232006301,72.80875074501753,"Haji Ali, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400026, India",D,Blue
43,18.9482123534295,72.79625953690547,"Dongarsi Road, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue
44,18.96765438096059,72.82352970041705,"Cowasji Jehangir Colony, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue
45,18.97773067834001,72.81049730378056,"Heera Panna, Bhula Bhai Desai Marg, Haji Ali, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400026, India",D,Blue
46,18.95748908049424,72.8154273063236,"Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
47,18.95671811361133,72.79948921077431,"F Block, Hyderabad Estate, L Jagmohandas Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue
48,18.96627254683592,72.81261419545214,"Vasantrao Naik Marg (Forjet Street), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
49,18.96481070009375,72.81128709951503,"Krantiveer Vasantrao N Naik Cross Lane, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
50,18.96428769797326,72.81579278067214,"Aditya, Aditya apartments, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue
51,18.97358107257152,72.82819127779756,"E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
52,18.97692299925036,72.83013999864153,"Bapurao Jagtap Road, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E,Blue
53,18.97308107343798,72.82557268082134,"L Melville Marg, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
54,18.97688868938127,72.8245909737755,"Hindustan Spinning and Weaving Mills no.1-2, Keshavrao Khadye Marg, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E,Blue
55,18.97464495635043,72.82651562073673,"Red Cross Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
56,18.96732999920528,72.83910999912936,"Saint Mary Road, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
57,18.97524860076407,72.82382180037979,"Wockhardt Hospitals, South Mumbai, Red Cross Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400011, India",E,Blue
58,18.97480981114631,72.82624095010003,"Red Cross Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
59,18.9690894708455,72.82832897304651,"Nagori Clinic and Nursing Home, Maulana Azad Road North, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
60,18.96521768508955,72.84138127778964,"Hussain Patel Marg, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",E,Blue
61,18.98563049970605,72.83137699977947,"Arthur Road Jail, Sane Guruji Marg (Arthur Road), E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E,Blue
62,18.97440913376164,72.83234188462139,"N M Joshi Marg (Delisle Road), E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
63,18.97302309935158,72.82946620026283,"1st Sankli Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
64,18.96348750274705,72.83098459971492,"Ahl e Hadith Masjid, Temkar Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue
65,18.96654549401343,72.84650630105452,"E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",E,Blue
66,19.00764237417611,72.85460306006273,"Dnyaneshwar Vidyalay, Sewri Cross Road, Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue
67,18.99132330006626,72.83635230117667,"Ambewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
68,19.0130725417454,72.86144910634152,"BPT Hospital, LM Nadkarni Road, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400011, India",F/S,Blue
69,19.0037054999598,72.854641700316,"Sewri Cross Road, Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue
70,19.0047532337361,72.8542365926646,"Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue
71,19.00648138053184,72.83909133816472,"Shindewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
72,18.98936451350657,72.85185673222288,"Sewri Dockyard, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400015, India",F/S,Blue
73,18.99367330045698,72.8368930005215,"Currey Road, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
74,18.99076126945868,72.83659405557796,"Ambewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
75,19.00434094065949,72.84294171520754,"Dr Ernest Borges Marg, Bhoiwada, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
76,19.00512767077463,72.8384526615479,"Social Service League School Ground, Vitthal Chavan Marg, Parel Village, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
77,19.00429543289544,72.83777706946024,"Parel Village, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue
78,18.99430915006503,72.8447583497175,"G D Ambedkar Marg (Parel Tank Road), Dock Labour Colony, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400015, India",F/S,Blue
79,19.00558071101374,72.85414154401901,"Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue
80,19.00826370676675,72.8467899552739,"P Pednekar Marg, Bhoiwada, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue
81,19.014441758102,72.84283575815255,"Dr. Mahaveer Jangada Clinic, Dadar, Dadasaheb Phalke Marg, Shindewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400014, India",F/S,Blue
82,18.99196790514752,72.81775716178409,"Jeejamata Nagar, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue
83,18.9952865094402,72.82119253232985,"BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue
84,19.01501899918175,72.81752900023633,"Sir Pochkhanwala Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue
85,19.01730156437571,72.81922835574561,"Worli Village, V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue
86,19.01749964617516,72.8207839224221,"G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue
87,19.01754458422495,72.81905807872688,"V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue
88,18.99219662184117,72.81810516671031,"Jeejamata Nagar, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue
89,19.01730156437571,72.81922835574561,"Worli Village, V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue
90,19.01040865595671,72.82458414918285,"Century Mills, Sadanand Hasu Tandel Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue
91,19.00218609656497,72.8218707420464,"SV 110/2,, Sivram Seth Amritwar Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue
92,18.99626048305448,72.81482888043143,"BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 40013, India",G/S,Blue
93,19.00349502406569,72.82764953105583,"BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400013, India",G/S,Blue
94,18.9861379567609,72.82723845533846,"Laxmi Puja Apartments, Junior Boricha Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400027, India",G/S,Blue
95,19.00972574341402,72.82980109814788,"Crown Mills, New Prabhadevi Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400013, India",G/S,Blue
96,19.01149667888298,72.82578022054159,"R B Anant Desi Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue
97,19.01595917144568,72.82937572223527,"Ravindra Natya Mandir, Sayani Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue
98,19.0171681145523,72.82655398727022,"P Balu Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue
99,19.01245929740808,72.82846416293374,"Standard Mills, Appasaheb Marathe Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue
100,19.01239957080266,72.83021300585361,"J A Ravil Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue
101,19.00000241760243,72.82147289780036,"Professor Narendra Ganpat Bansode Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue
102,19.01706077910868,72.85842755262297,"D S Baretto Road, Wadala Village, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400031, India",F/N,Blue
